Product ID,Name,Category,Brand,Department,Retail Price,Unit Cost,Product Profit Margin,Product Profit Margin (%),Total Sales
25905,Insta Slim Slimming Belt,Underwear,Insta Slim,Men,15,6.75,8.25,55,90
25349,K. Bell Socks Men's Ribbed Crew Sock,Socks,K. Bell,Men,15,9.74,5.26,35.07,60
25229,IZOD Men's 3-Pack Cotton Casual Flat Knit Socks,Socks,IZOD,Men,15,8.36,6.64,44.27,75
15451,Gold Toe Women's Fashion Pack A (3-Pack),Plus,Gold Toe,Women,15,7.52,7.48,49.87,90
25297,Russell Athletic Big & Tall Men's King Sized Cotton Crew Socks 3-Pack,Socks,Russell Athletic,Men,15,9.39,5.61,37.4,135
5212,BENNETT MALIBU Atila Linen Wide-Leg Pants [BM-101/BM-101-ZZZ],Pants & Capris,BENNETT MALIBU,Women,15,7.66,7.34,48.93,135
735,YogaColors Crystal Tri Blend T Back Tank Top Up To Size 4XL,Tops & Tees,YogaColors,Women,15,9,6,40,135
11394,Vanity Fair Women's Tricot Double Slit Half Slip,Intimates,Vanity Fair,Women,15,8.36,6.64,44.27,75
12630,Nippies Magenta Metallic Heart Waterproof Self Adhesive Fabric Nipple Cover Pasties,Intimates,Bristols 6,Women,15,7.36,7.64,50.93,135
9233,Gold Toe Women's 6 Pack Plus Size Flat Knit Quarter,Socks & Hosiery,Gold Toe,Women,15,5.95,9.05,60.33,105
14487,Leonisa Maternity Support Panty 012594,Maternity,Leonisa,Women,15,6.26,8.74,58.27,165
6727,JOU JOU Stretch Premium Denim Shorts W/ Buckled Tab & Printed Sash Belt [237-594 B],Shorts,Jou Jou,Women,15,6.97,8.03,53.53,30
26155,C-IN2 Men's Core Basic Thong,Underwear,C-IN2,Men,15,7.53,7.47,49.8,120
9138,Gold Toe Women's 6 Pack Plus Size Turn Cuff,Socks & Hosiery,Gold Toe,Women,15,6.66,8.34,55.6,60
8403,LAST KISS Ombr̩ Wool-Blend Double Breasted Coat W/ Belt [987ILK20] BLW,Outerwear & Coats,LAST KISS,Women,15,6.84,8.16,54.4,120
18423,adidas Men's Casuals Crew Cushioned Socks (3-Pack),Active,adidas,Men,15,6.14,8.86,59.07,90
25050,HUF: Plantlife Socks,Socks,HUF,Men,15,9.57,5.43,36.2,90
9039,The Original 1/2 Toe Sock for Yoga Pilates and Lounging Around (S/M Happy Tabi),Socks & Hosiery,Toezies,Women,15,6.63,8.37,55.8,135
13221,BIKINI LAB Ruffle Halter String Bikini [2BL6J18J],Swim,BIKINI LAB,Women,15,6.92,8.08,53.87,120
9332,Gold Toe Women's Pattern Trouser 3 Pack,Socks & Hosiery,Gold Toe,Women,15,5.28,9.72,64.8,90
13595,Scarfand's Leopard Infinity Scarf,Accessories,Scarfand,Women,15,6.19,8.81,58.73,120
5313,FINESSE Stretch City Pant W/ Crease [SP-916] Black,Pants & Capris,FINESSE,Women,15,8.32,6.68,44.53,90
11401,Vanity Fair Women's Satin Glance Half Slip,Intimates,Vanity Fair,Women,15,8.1,6.9,46,45
24558,HUF The Plantlife Socks in Black & Green,Socks,HUF,Men,15,9.45,5.55,37,90
15541,Gold Toe Women's Fashion Pack E,Plus,Gold Toe,Women,15,7.37,7.63,50.87,105
25004,Original Penguin Men's Block Stripe,Socks,Original Penguin,Men,15,9.27,5.73,38.2,105
210,Allegra K Woman 2-Fer Bracelet Sleeve Ruched Front Blouse Pink White M,Tops & Tees,Allegra K,Women,15,9.06,5.94,39.6,90
10898,Wacoal Women's B-Smooth Hi Cut Brief,Intimates,Wacoal,Women,15,7.33,7.67,51.13,105
24463,Original Penguin Men's Multi-Color Windowpane,Socks,Original Penguin,Men,15,9.05,5.95,39.67,135
11178,Playtex Tummy-control Shapewear Camisole,Intimates,Playtex,Women,15,7.23,7.77,51.8,75
25093,K. Bell Socks Men's Stripe And Solid Liner,Socks,K. Bell,Men,15,9.36,5.64,37.6,165
25658,Duofold Juniors Youth Base Weight First Layer Crew Neck Top,Underwear,Duofold,Men,15,7.34,7.66,51.07,120
16964,Wishful Thinking Woot T-Shirt,Tops & Tees,Shirt.Woot,Men,15,8.65,6.35,42.33,90
12082,David's Bridal Black Lace with Satin Bow Garter Style DB20-2003,Intimates,David's Bridal,Women,15,8.08,6.92,46.13,90
15591,Anne Klein Women's Multi Stripe Cashmere Crew,Plus,Anne Klein,Women,15,8.15,6.85,45.67,150
6972,Ladies Charcoal 4 Pocket Sleek Hook Closure Shorts,Shorts,FineBrandShop,Women,15,7.23,7.77,51.8,90
9159,Women's Ankle Socks 6-Pack,Socks & Hosiery,K. Bell,Women,15,6.31,8.69,57.93,90
8899,Gold Toe Women's Micromodal Trouser 3 Pack,Socks & Hosiery,Gold Toe,Women,15,6.06,8.94,59.6,60
1936,Lady Hathaway 1/2 Zip Reversible Pullover Sweatshirt,Fashion Hoodies & Sweatshirts,Lady Hathaway,Women,15,7.53,7.47,49.8,45
11403,Vanity Fair Women's Half Slip with Slit,Intimates,Vanity Fair,Women,15,7.53,7.47,49.8,30
25012,Florsheim Mens 3-pack Dress Rib Socks,Socks,Florsheim,Men,15,8.64,6.36,42.4,120
11405,Vanity Fair Women's Tricot Double Slit  Half Slip 32 Inch,Intimates,Vanity Fair,Women,15,7.26,7.74,51.6,75
8860,Gold Toe Women's 6 Pack Turn Cuff,Socks & Hosiery,Gold Toe,Women,15,6.49,8.51,56.73,75
25881,Bottoms Out Men's Flannel Boxer,Underwear,Bottoms Out,Men,15,7.17,7.83,52.2,105
5662,FINESSE Stretch City Pant W/ Crease [SP-916] Grey,Pants & Capris,FINESSE,Women,15,8.26,6.74,44.93,60
28909,DC Men's Chinook 5 Belt,Accessories,DC,Men,15,6.04,8.96,59.73,105
24830,Men's Darn Tough Vermont No-Show Cushion Running Socks,Socks,Darn Tough,Men,15,8.91,6.09,40.6,165
9307,AJs 23 Leg Warmers,Socks & Hosiery,AJs,Women,15,6.55,8.45,56.33,105
9315,K. Bell Socks Women's Mix It Up Crew 4 Pack Sock,Socks & Hosiery,K. Bell,Women,15,5.8,9.2,61.33,45
12629,Nippies Silver Sequin Metallic Cross Waterproof Self Adhesive Fabric Nipple Cover Pasties,Intimates,Bristols 6,Women,15,7.54,7.46,49.73,105
12305,Donna Di Capri Flower Lace Semi Sheer Bra with White Lacey Thong,Intimates,Donna Di Capri,Women,15,8.19,6.81,45.4,105
9337,Betsey Johnson Women's 3 Pack Gnarly Neon Loafers Socks,Socks & Hosiery,Betsey Johnson,Women,15,5.4,9.6,64,150
8912,Gold Toe Women's Fashion Pack A (3-Pack),Socks & Hosiery,Gold Toe,Women,15,6.72,8.28,55.2,75
8898,Gold Toe Women's Fashion Pack B,Socks & Hosiery,Gold Toe,Women,15,5.8,9.2,61.33,30
9549,Hanes Women's Thermal Pant,Sleep & Lounge,Hanes,Women,15,9.56,5.44,36.27,90
10870,RACHEL Go2 Panty by Lipo in a Box Black Pink Latte or Animal wBlack trim Small to XXL,Intimates,Lipo in a Box,Women,15,8.61,6.39,42.6,105
2768,Women's Rayon from Bamboo Low-cut 3PK Sport Socks (5-9 Shoe),Active,Sox Shop,Women,15,5.75,9.25,61.67,90
8807,TREASURE ROCK Quilted Jacket W/ Puff Collar [TR222] Black,Outerwear & Coats,TREASURE ROCK,Women,15,6.55,8.45,56.33,60
6711,HEART SOUL Stretch Button Dress Shorts W/ Pockets [576421YJ22],Shorts,HEART SOUL,Women,15,7.12,7.88,52.53,90
12696,Nippies Blue Tiger Black Snake Star Waterproof Self Adhesive Fabric Nipple Cover Pasties,Intimates,Bristols 6,Women,15,7.44,7.56,50.4,60
9373,Hue Women's 6 Pair Pack Roll Top Low Rider Socks,Socks & Hosiery,HUE,Women,15,5.67,9.33,62.2,150
24757,Florsheim - Keepers International Mens 3 Pair Pattern Socks,Socks,Florsheim,Men,15,8.73,6.27,41.8,120
9234,HUE Women's Quarter Top Sock with Cushion 6-Pack,Socks & Hosiery,HUE,Women,15,5.91,9.09,60.6,105
9421,Betsey Johnson Women's Rock The Rockway Knee Sock,Socks & Hosiery,Betsey Johnson,Women,15,6.34,8.66,57.73,135
6540,REWASH Twill Yarn Stitch Shorts [J5444AP3] White,Shorts,REWASH,Women,15,7.76,7.24,48.27,60
13323,SURFSIDE Buttoned Bandeau Ruffle Polka Dot Bikini Set [KK1QJ81/98J],Swim,Surfside,Women,15,6.26,8.74,58.27,105
8897,Gold Toe Women's Microfiber Trouser 3 Pack,Socks & Hosiery,Gold Toe,Women,15,5.52,9.48,63.2,75
21812,Duofold Juniors Youth Base Weight First Layer Bottom,Pants,Duofold,Men,15,6.71,8.29,55.27,120
24561,Hanes Classics Men's 6-pack Cushion Ankle Socks,Socks,Hanes,Men,15,8.7,6.3,42,105
25000,DC Apache Snowboard Sock,Socks,DC,Men,15,8.69,6.31,42.07,60
25094,K. Bell Socks Men's Wide Stripe And Solid Liner,Socks,K. Bell,Men,15,9.53,5.47,36.47,90
15450,Gold Toe Women's 6 Pack Ribbed Crew,Plus,Gold Toe,Women,15,7.77,7.23,48.2,45
18061,Injinji Performance Original Weight Micro Toesocks,Active,Injinji,Men,15,7.05,7.95,53,75
2815,Smartwool Women's Quilted Cable Socks,Active,SmartWool,Women,15,5.63,9.37,62.47,150
15422,Value In Style by Lily Of France Women's Jacquard Demi Underwire Convertible Bra #2121260,Plus,Lily of France,Women,15,7.07,7.93,52.87,75
9226,Sock It To Me OTK BLACK CABLE KNIT Womens Thigh High Socks,Socks & Hosiery,Sock It To Me,Women,15,6.03,8.97,59.8,105
11146,Champion Women's Fitness Boy Short,Intimates,Champion,Women,15,8.57,6.43,42.87,90
9014,IZOD Women's 3-Pack Microfiber Floral Trouser Socks,Socks & Hosiery,IZOD,Women,15,6.21,8.79,58.6,105
10985,Wacoal Women's So Seductive Hipster,Intimates,Wacoal,Women,15,8.54,6.46,43.07,45
12470,Bra Vinyl With Gstring,Intimates,Morris Costumes,Women,15,8.32,6.68,44.53,75
24593,Gold Toe Men's Support Over the Calf Dress Sock,Socks,Gold Toe,Men,15,8.3,6.7,44.67,75
10378,Lily Of France Womens Value In Style Smooth Cup Lace Overlay Convertible Bra,Intimates,Lily of France,Women,15,7.5,7.5,50,45
3768,CUTE OPTIONS Short Sleeve Batik Print Dress [2018],Dresses,CUTE OPTIONS,Women,15,7.02,7.98,53.2,30
25354,Florsheim Mens 3-pack Flat Knit Socks,Socks,Florsheim,Men,15,8.57,6.43,42.87,75
14277,Scarfand's Colorful Leopard Print Infinity Scarf,Accessories,Scarfand,Women,15,5.59,9.41,62.73,75
7221,CUTE OPTIONS Embroidered Tie Dye Skirt W/ Drawstring Waist [165] MULTI,Skirts,CUTE OPTIONS,Women,15,5.82,9.18,61.2,105
7451,Fuchsia Fold-Over Maxi Jersey Skirt,Skirts,FineBrandShop,Women,14.9,6.18,8.72,58.52,104.3
14153,Wool Winter Cloche Bucket Bell Ribbon Bow Hat Black with Black Hatband,Accessories,SK Hat shop,Women,14.95,5.25,9.7,64.88,89.7
24951,Outdoor Trail Socks (4 pair),Socks,Kirkland Signature,Men,14.99,9.07,5.92,39.49,89.94
27120,Fun Boxers Satisfaction Guaranteed Lounge Pants for Men,Sleep & Lounge,Fun Boxers,Men,14.99,6.69,8.3,55.37,89.94
18490,Thorlo Men Lite Running Thorlo Men Lite Running Micro-Mini Low-Cut Sock,Active,Thorlo,Men,14.99,5.61,9.38,62.58,134.91
24960,Mens Stripe Cashmere Blend Socks Crew 3 Colors Available Great Gift Item,Socks,Cashmere Int,Men,14.99,9.02,5.97,39.83,59.96
28663,YUUUP! Dave Hester Hat As Seen on Storage Wars,Accessories,YUUUP!,Men,14.99,5.5,9.49,63.31,74.95
28321,X-Gear Men's Deluxe Camper Tool,Accessories,X-Gear,Men,14.99,6.06,8.93,59.57,89.94
23541,Izod Antique Wash Utility Cargo Shorts Beige,Shorts,IZOD,Men,14.99,7.42,7.57,50.5,59.96
24667,Carhartt Men's Liner Socks 3 Pack,Socks,Carhartt,Men,15,9.26,5.74,38.27,75
18200,Hanes Classics Men's 6-pack Cushion Ankle Socks,Active,Hanes,Men,15,6.86,8.14,54.27,105
15358,Lily Of France Womens Value In Style Smooth Cup Lace Overlay Convertible Bra,Plus,Lily of France,Women,15,7.98,7.02,46.8,105
11498,Full Slip with Adjustable Straps & Plus Sizes! White 48-4XL,Intimates,Ilusion,Women,15,7.8,7.2,48,75
18578,Duofold Juniors Youth Base Weight First Layer Bottom,Active,Duofold,Men,15,6.17,8.83,58.87,120
24766,Men's Rayon from Bamboo Low-cut 3PK Sport Socks (8-12 Shoe),Socks,Sox Shop,Men,15,8.36,6.64,44.27,60
24473,Original Penguin Men's Stripe,Socks,Original Penguin,Men,15,8.66,6.34,42.27,135
11393,Vanity Fair Women's 360 Half Slip  #11760,Intimates,Vanity Fair,Women,15,8.31,6.69,44.6,90
17032,Mj Soffe Men's Dri-Release Tee,Tops & Tees,MJ Soffe,Men,15,8.76,6.24,41.6,60
11243,Champion Women's Fitness Thong,Intimates,Champion,Women,15,7.89,7.11,47.4,135
12633,Nippies Gold Sequin Satin Star Waterproof Self Adhesive Fabric Nipple Cover Pasties Size B,Intimates,Bristols 6,Women,15,8.19,6.81,45.4,75
25058,IZOD Men's 3-Pack Argyle Fashion Socks,Socks,IZOD,Men,15,9.39,5.61,37.4,60
9148,IZOD Women's 3-Pack Microfiber Argyle Trouser Socks,Socks & Hosiery,IZOD,Women,15,5.49,9.51,63.4,105
15276,Gold Toe Women's 6 Pack Turn Cuff,Plus,Gold Toe,Women,15,7.56,7.44,49.6,105
18446,Carhartt Men's Liner Socks 3 Pack,Active,Carhartt,Men,15,6.84,8.16,54.4,120
8873,Gold Toe Women's Fashion Pack D,Socks & Hosiery,Gold Toe,Women,15,6.43,8.57,57.13,90
8934,Gold Toe Women's Fashion Pack E,Socks & Hosiery,Gold Toe,Women,15,6.69,8.31,55.4,60
9474,Avenue Plus Size Textured Cableknit Tight,Socks & Hosiery,Avenue,Women,15,6.58,8.42,56.13,75
7023,REWASH Twill Yarn Stitch Shorts [J5444AP3] Khaki,Shorts,REWASH,Women,15,7.53,7.47,49.8,60
12549,Braza Silicone Magic More,Intimates,Braza,Women,15,8.5,6.5,43.33,75
14311,Warmen Lady's Opera Long Wool Knit Gloves Mittens Winter Hand Warmer,Accessories,WARMEN,Women,15,5.62,9.38,62.53,30
15570,Scarfand's Zig Zag Ripple Infinity Scarf,Plus,Scarfand,Women,15,7.23,7.77,51.8,90
7299,Solemio Ruffled Floral Skirt in Floral Navy,Skirts,Solemio,Women,15,5.65,9.35,62.33,45
16972,Navy Seal Print T-Shirt Retro Vintage Look Blue 100% Cotton,Tops & Tees,Custom '77,Men,15,7.83,7.17,47.8,135
11305,Fullness Butt Lifter,Intimates,Fullness,Women,15,7.33,7.67,51.13,45
11395,Vanity Fair Women's Satin Glance  Half Slip #11-711,Intimates,Vanity Fair,Women,15,7.62,7.38,49.2,75
10867,Wacoal Women's So Seductive Bikini,Intimates,Wacoal,Women,15,7.72,7.28,48.53,60
24646,Wigwam Men's At Work DuraSole Work 2-Pack Crew Length Work Sock,Socks,Wigwam,Men,15,9.02,5.98,39.87,90
12640,Nippies Bride Something Blue - Blue Heart Waterproof Self Adhesive Fabric Nipple Cover Pasties,Intimates,Bristols 6,Women,15,8.41,6.59,43.93,60
24656,adidas Men's Casuals Crew Cushioned Socks (3-Pack),Socks,adidas,Men,15,9.48,5.52,36.8,120
6239,Leggings for Lady eM,Leggings,B. B. Jeans Fashion,Women,15,8.51,6.49,43.27,105
4954,TWELVE K Stretch Cross Patt̩e Rhinestone Skinny W/ Distressing [HL20121319],Jeans,TWELVE K,Women,15,7.69,7.31,48.73,75
9122,Tommy Hilfiger Women's 3 Pack Sport Quarter,Socks & Hosiery,Tommy Hilfiger,Women,15,5.55,9.45,63,30
16646,The Formula For Success Woot T-Shirt,Tops & Tees,Shirt.Woot,Men,15,9.1,5.9,39.33,30
15426,Gold Toe Women's Fashion Pack B,Plus,Gold Toe,Women,15,7.5,7.5,50,105
11034,Wacoal Women's B-smooth Bikini Underwear,Intimates,Wacoal,Women,15,8.05,6.95,46.33,45
10416,Value In Style by Lily Of France Women's Jacquard Demi Underwire Convertible Bra #2121260,Intimates,Lily of France,Women,15,7.93,7.07,47.13,30
12338,Donna Di Capri Polka Dot Bra Panty Set,Intimates,Donna Di Capri,Women,15,7.36,7.64,50.93,75
8954,Gold Toe Women's 6 Pack Ribbed Crew,Socks & Hosiery,Gold Toe,Women,15,6.54,8.46,56.4,90
13510,BIKINI LAB Large Polka Dot Bandeau Halter Bikini [2BL1D16J],Swim,BIKINI LAB,Women,15,5.76,9.24,61.6,45
12688,Fashion Forms Women's Gel Petals,Intimates,Fashion Forms,Women,15,7.57,7.43,49.53,30
15962,Women's Rayon from Bamboo Low-cut 3PK Sport Socks (5-9 Shoe),Plus,Sox Shop,Women,15,7.88,7.12,47.47,75
1364,COSTA BLANCA Wool-Blend Tie Waist Cable Knit Sweater [KF1028CB],Sweaters,Costa Blanca,Women,15,6.48,8.52,56.8,15
7849,Allegra K Women Single Breasted Solid Color Hip Length Pockets Fall Blazer Green S,Blazers & Jackets,Allegra K,Women,15.03,6.24,8.79,58.48,120.24
19622,Allegra K Mens Stylish Elastic Knitted Long Sleeve Cardigan Dark Blue S,Sweaters,Allegra K,Men,15.05,7.24,7.81,51.89,90.3
22303,Allegra K Mens NEW Trendy Casual Front Slant Pockets Slim Fitted Straight Trousers Black W31,Pants,Allegra K,Men,15.06,6.48,8.58,56.97,90.36
7560,Allegra K Women Peaked Lapel Hook Eye Closure Long Sleeve Fall Blazer Coat Red XS,Blazers & Jackets,Allegra K,Women,15.06,6.19,8.87,58.9,90.36
3381,Allegra K Ladies Dark Gray Point Collar Long Sleeve Belted Dress M,Dresses,Allegra K,Women,15.07,6.75,8.32,55.21,120.56
24523,Wigwam Men's Ironman Flash Pro Sock,Socks,Wigwam,Men,15.08,8.73,6.35,42.11,135.72
18152,Wigwam Men's Ironman Flash Pro Sock,Active,Wigwam,Men,15.08,6.82,8.26,54.77,150.8
22237,Allegra K Mens Trendy Casual Button Down 2012 NEW Stylish Straight Trousers Army Green W33,Pants,Allegra K,Men,15.09,6.53,8.56,56.73,135.81
22446,Allegra K Mens 2012 NEW Fashion Zip Fly Slim Fitted Straight Trousers Medium Gray cW31,Pants,Allegra K,Men,15.1,7.26,7.84,51.92,135.9
10428,Beautiful Comfort Concealing Wirefree,Intimates,Hanes,Women,15.1,7.41,7.69,50.93,75.5
11845,Affinitas Intimates Ella Camisole Style AF-S7-E06,Intimates,Affinitas Intimates,Women,15.1,8.14,6.96,46.09,105.7
3585,Allegra K Woman Scoop Neck Asymmetric Hem Blouse w Tank Dress Black M,Dresses,Allegra K,Women,15.13,7.13,8,52.88,105.91
20451,Allegra K Mens Stylish Peaked Lapel Long Sleeve Single Button Closure Blazer Dark Gray XS,Suits & Sport Coats,Allegra K,Men,15.15,5.82,9.33,61.58,90.9
22086,Allegra K Men Ivory Belt Loop Checked Trim Trousers Casual Pants W33,Pants,Allegra K,Men,15.16,6.31,8.85,58.38,166.76
23125,Allegra K Men Straight Belt Loop Slant Pockets Zip Fly Pants Shorts W32,Shorts,Allegra K,Men,15.16,7.4,7.76,51.19,121.28
15452,Dorfman Pacific Womens Cloche Hat,Plus,Dorfman Pacific,Women,15.16,8.11,7.05,46.5,45.48
13715,Dorfman Pacific Womens Cloche Hat,Accessories,Dorfman Pacific,Women,15.16,5.81,9.35,61.68,30.32
4093,Allegra K Lady Loop Waist Sliding Strap Jumpsuit Romper Black XS,Jumpsuits & Rompers,Allegra K,Women,15.18,8.21,6.97,45.92,136.62
2604,Champion Women's 6 Pack No Show Socks,Active,Champion,Women,15.18,6.88,8.3,54.68,106.26
20533,Allegra K Men Stylish Shawl Collar Long Sleeve Front Opening Casual Blazer Black XS,Suits & Sport Coats,Allegra K,Men,15.19,5.47,9.72,63.99,60.76
7954,Allegra K Women Padded Shoulder Hook Eye Closure Casual Spring Outerwear Blazer Black XS,Blazers & Jackets,Allegra K,Women,15.2,5.56,9.64,63.42,45.6
24730,Hanes 184/10 Cushion Crew Socks - White 184/10,Socks,Hanes,Men,15.21,8.73,6.48,42.6,228.15
267,Next Level The Deep V,Tops & Tees,Next Level,Women,15.21,8.7,6.51,42.8,60.84
18603,Hanes 184/10 Cushion Crew Socks - White 184/10,Active,Hanes,Men,15.21,6.07,9.14,60.09,91.26
2764,Wigwam F1057 King Cotton High,Active,Wigwam,Women,15.24,6.52,8.72,57.22,60.96
6701,Rip Curl Juniors Portland Cuff Short,Shorts,Rip Curl,Women,15.24,8.28,6.96,45.67,60.96
24696,Wigwam F1057 King Cotton High,Socks,Wigwam,Men,15.24,9.88,5.36,35.17,91.44
8957,Wigwam F1057 King Cotton High,Socks & Hosiery,Wigwam,Women,15.24,6.57,8.67,56.89,45.72
10915,HANES WoMen's 100% Cotton Fashion String Bikini - 4 Pairs - SK45F2,Intimates,Hanes,Women,15.25,8.28,6.97,45.7,91.5
24908,New Balance C3 Sock,Socks,New Balance,Men,15.27,9.44,5.83,38.18,122.16
25204,Timberland Men's Crew Socks,Socks,Timberland,Men,15.27,9.24,6.03,39.49,152.7
22339,Allegra K Mens Casual Back Flap Pockets 2012 NEW Fashion Straight Trousers Black W33,Pants,Allegra K,Men,15.27,7.77,7.5,49.12,122.16
26240,New Balance Men's Performance Underwear 6 Inch Inseam Boxer Brief,Underwear,New Balance,Men,15.27,6.95,8.32,54.49,106.89
10850,Hanes Women's Cotton Bikini 6 Pack Asst/Solid 4,Intimates,Hanes,Women,15.28,7.96,7.32,47.91,76.4
10736,Hanes Women's Cotton Briefs 6 Pack White,Intimates,Hanes,Women,15.28,8.56,6.72,43.98,122.24
975,Allegra K Woman Scoop Neck Batwing Sleeves Knot Bust Prints Pregnancy Black Sweater M,Sweaters,Allegra K,Women,15.28,6.94,8.34,54.58,76.4
11069,Wacoal Women's Awareness Brief,Intimates,Wacoal,Women,15.28,7.7,7.58,49.61,91.68
10742,Hanes 6-Pack Cotton Hi-Cut Brief PP43,Intimates,Hanes,Women,15.28,7.7,7.58,49.61,76.4
10749,Hanes Women's Cotton Briefs Pastel Assorted 6 Pack Asst/Solid,Intimates,Hanes,Women,15.28,8.83,6.45,42.21,137.52
10766,Hanes 6-Pack Cotton Hipsters PP41AS,Intimates,Hanes,Women,15.28,8.76,6.52,42.67,61.12
10775,Hanes Women's Cotton String Bikini Assorted,Intimates,Hanes,Women,15.28,7.81,7.47,48.89,15.28
513,Bella Ladies 6.5 oz. Cotton/Spandex Camisole - WHITE - S,Tops & Tees,Bella,Women,15.3,9.01,6.29,41.11,122.4
20116,Allegra K Mens Stylish Stand Collar Long Sleeve Single Breasted Casual Jacket Dark Gray S,Suits & Sport Coats,Allegra K,Men,15.3,6.35,8.95,58.5,122.4
3488,Allegra K Woman Pale Pink V Neck Sleeveless Sash-waist Tank Dress L,Dresses,Allegra K,Women,15.3,6.53,8.77,57.32,45.9
17820,Allegra K Men Long Sleeve Stripe Trim Collar Pullover Shirt Top Burgundy S,Fashion Hoodies & Sweatshirts,Allegra K,Men,15.3,8.89,6.41,41.9,30.6
3295,Allegra K Ladies Double Breast Long Sleeve Spring Mini Dress Black L,Dresses,Allegra K,Women,15.31,7.3,8.01,52.32,45.93
9011,Wigwam Women's Sof-T Low Cut Socks 3-Pack,Socks & Hosiery,Wigwam,Women,15.31,6.45,8.86,57.87,91.86
10875,Warner's Women's Modern Brief,Intimates,Warner's,Women,15.32,8.55,6.77,44.19,30.64
22222,Allegra K Men Belt Loop Multi Pocket Zip Fly Suit Pants Solid Black W31,Pants,Allegra K,Men,15.33,6.79,8.54,55.71,153.3
21730,Allegra K Mens Casual 2012 NEW Side Pockets Straight Trousers Pants Light Gray W31,Pants,Allegra K,Men,15.33,6.47,8.86,57.8,76.65
20532,Allegra K Men Black Hooded Zipper Closure Waistcoat Padded Vest S,Suits & Sport Coats,Allegra K,Men,15.34,5.81,9.53,62.13,76.7
7994,Allegra K Women Front Opening Buttonless Cute Bubble Sleeve Casual Blazer Coat Black XS,Blazers & Jackets,Allegra K,Women,15.37,5.55,9.82,63.89,138.33
10709,Cosabella Women's Never Say Never 2 Tone Lr Thong,Intimates,Cosabella,Women,15.39,7.62,7.77,50.49,123.12
8881,Capezio Women's Ultra Soft Transition Tight,Socks & Hosiery,Capezio,Women,15.4,6.07,9.33,60.58,107.8
3523,Allegra K Woman Long Sleeve Baggy Pockets Belted Dress Dark Gray L,Dresses,Allegra K,Women,15.42,7.11,8.31,53.89,123.36
24518,Wigwam Men's Hiking/Outdoor Pro Length Sock,Socks,Wigwam,Men,15.44,9.5,5.94,38.47,61.76
14994,Allegra K Maternity Motherhood Summer Ruffled Detail Front Short Sleeve Dress Deep Blue S,Maternity,Allegra K,Women,15.44,6.39,9.05,58.61,92.64
18127,Wigwam Men's Hiking/Outdoor Pro Length Sock,Active,Wigwam,Men,15.44,6.31,9.13,59.13,138.96
22639,Allegra K Mens Casual 2012 NEW Button Down Straight Slim Fit Straight Trousers Black W31,Pants,Allegra K,Men,15.47,6.68,8.79,56.82,139.23
19985,Allegra K Men Deep V Neck Sleeveless Single Breasted Pockets Buckle Back Plaids Vest Black Gray XS,Suits & Sport Coats,Allegra K,Men,15.49,6.77,8.72,56.29,46.47
25334,HANES Over -the-Calf Tube - 3 Pairs - 180/3,Socks,Hanes,Men,15.49,9.65,5.84,37.7,92.94
20529,Allegra K Mens Fashion Single Breasted Pockets Front Simple Design Solid Color Blazer Gray S,Suits & Sport Coats,Allegra K,Men,15.5,6.66,8.84,57.03,155
28455,Classic Nautical Captain's Hat by Dorfman Pacific,Accessories,Dorfman Pacific,Men,15.5,6.56,8.94,57.68,217
6714,Ladies Black Pocket Large Hoop Shorts,Shorts,FineBrandShop,Women,15.5,7.36,8.14,52.52,77.5
16345,Next Level Apparel Men's Fitted Short-Sleeve CrewNeck T-Shirt. 3600,Tops & Tees,Next Level,Men,15.51,8.51,7,45.13,124.08
7712,Allegra K Ladies Front Opening Long Sleeve Elegant Spring Blazer Coat Yellow XS,Blazers & Jackets,Allegra K,Women,15.51,6.13,9.38,60.48,15.51
3421,Allegra K Woman Long Sleeve Double Breasted One-piece Dress Camel XS,Dresses,Allegra K,Women,15.52,7,8.52,54.9,77.6
20443,Allegra K Mens Fashion Long Sleeve Stretchy Small Pockets Upper Fit Blazer Dark Gray S,Suits & Sport Coats,Allegra K,Men,15.52,6.78,8.74,56.31,62.08
9374,Smartwool Women's Flowering Around Socks,Socks & Hosiery,SmartWool,Women,15.54,6.53,9.01,57.98,31.08
13832,Fox River Ragg Wool Glove,Accessories,FoxRiver,Women,15.55,6.52,9.03,58.07,46.65
4048,Allegra K Woman Crossover Deep V Neck Stretchy Dress Dark Blue S w Chest Wrap,Dresses,Allegra K,Women,15.56,6.57,8.99,57.78,124.48
3912,Allegra K Allegra K Woman Studded Cross Front Strap Padded Bust Plasted Mini Dress Beige XS,Dresses,Allegra K,Women,15.6,7.68,7.92,50.77,124.8
3283,Allegra K Women Scoop Neck Long Sleeve Bar Striped Dress Black Red White XS,Dresses,Allegra K,Women,15.6,6.86,8.74,56.03,93.6
17569,Allegra K Men Long Sleeve Pullover Drawstring Casual Hoodie Coat Black S,Fashion Hoodies & Sweatshirts,Allegra K,Men,15.6,9.24,6.36,40.77,124.8
10485,Coobie Seamless No Wire Padded Bra,Intimates,Coobie,Women,15.6,8.25,7.35,47.12,109.2
26408,Bjorn Borg Men's Side Stretch Brief,Underwear,Bjorn Borg,Men,15.6,7.47,8.13,52.12,140.4
